iter	Logloss
0	0.685323554
1	0.6788821036
2	0.6734710789
3	0.6673617545
4	0.6587110317
5	0.6536202715
6	0.648418337
7	0.6426087631
8	0.6358657896
9	0.6318216886
10	0.6276546494
11	0.6238772353
12	0.6201439239
13	0.6178050959
14	0.6153238069
15	0.6120840092
16	0.6087476243
17	0.6043650588
18	0.6023671131
19	0.6002304977
20	0.5985195937
21	0.5966835281
22	0.5947058863
23	0.5934372936
24	0.5902763436
25	0.5888472573
26	0.5860093799
27	0.5842227032
28	0.5811857452
29	0.5793633862
30	0.5778314463
31	0.5757420719
32	0.5740760365
33	0.5721858252
34	0.571368761
35	0.5705308963
36	0.5694705858
37	0.5684217462
38	0.5670325055
39	0.5663225808
40	0.5656792965
41	0.5641191606
42	0.5628163628
43	0.56212296
44	0.5615590695
45	0.5604135059
46	0.5598474917
47	0.5591039117
48	0.5581720473
49	0.5574143272
50	0.5564042834
51	0.5557201046
52	0.554983226
53	0.5541236985
54	0.5529250537
55	0.5522964189
56	0.5514832422
57	0.5507534717
58	0.5499027991
59	0.5493285969
60	0.5488549419
61	0.5482507114
62	0.5475512683
63	0.5467791815
64	0.5463216012
65	0.5459381785
66	0.5454013825
67	0.5449773045
68	0.5445208792
69	0.5438532696
70	0.5434198008
71	0.5428861503
72	0.5422454122
73	0.54189719
74	0.5413955402
75	0.5410509851
76	0.5406850852
77	0.5401032909
78	0.5396891528
79	0.5392652043
80	0.5388871631
81	0.5384877102
82	0.5381280222
83	0.537843584
84	0.5375148005
85	0.5369000188
86	0.5366014599
87	0.5362173553
88	0.5357815922
89	0.5352655367
90	0.534939889
91	0.5346394792
92	0.5344106381
93	0.5340730754
94	0.5338026257
95	0.5333831625
96	0.5331226412
97	0.5328782593
98	0.5324277703
99	0.5321348503
100	0.5319482812
101	0.53170863
102	0.5314680715
103	0.5311327272
104	0.5305933553
105	0.5303611268
106	0.5300281401
107	0.5297142687
108	0.5294646811
109	0.5291425846
110	0.5286631021
111	0.5284009733
112	0.5281336385
113	0.5277752593
114	0.5274632826
115	0.5271396415
116	0.526658847
117	0.526389954
118	0.5260658355
119	0.5255692448
120	0.5253280574
121	0.5249830373
122	0.5246956666
123	0.5244702252
124	0.5242876688
125	0.524002427
126	0.5236924454
127	0.5234952765
128	0.5233131815
129	0.5230625165
130	0.5227154803
131	0.5225068885
132	0.5220989076
133	0.5217582278
134	0.5215234676
135	0.5212692014
136	0.520989728
137	0.5207860408
138	0.5205349006
139	0.5201985488
140	0.5199517221
141	0.5196691049
142	0.5192927339
143	0.519155686
144	0.5189636467
145	0.5187834953
146	0.5184807885
147	0.5182687256
148	0.5180329771
149	0.5178620723
150	0.5175173096
151	0.5172739996
152	0.5170528638
153	0.5168044843
154	0.5166175224
155	0.5164325358
156	0.5162236293
157	0.516025979
158	0.5157399965
159	0.5155454415
160	0.5153089856
161	0.5150943889
162	0.5148246359
163	0.5145760491
164	0.5144787039
165	0.5142347624
166	0.513900556
167	0.5136347658
168	0.5133487787
169	0.5132098824
170	0.5128768048
171	0.5126503302
172	0.5124791046
173	0.5123005863
174	0.5120478344
175	0.5118030778
176	0.5114855304
177	0.5112322398
178	0.511046025
179	0.5108589436
180	0.5106479798
181	0.510406975
182	0.5102287615
183	0.5100867332
184	0.5098328751
185	0.5095982096
186	0.5094419043
187	0.5093122554
188	0.5090457336
189	0.5087872124
190	0.5086172164
191	0.5084917385
192	0.5083362039
193	0.5081229522
194	0.5080488405
195	0.5078956396
196	0.5077188715
197	0.5075140512
198	0.5073023799
199	0.5071163693
200	0.5069565317
201	0.506787327
202	0.5066681496
203	0.5065308243
204	0.5063555526
205	0.5062520021
206	0.5059885968
207	0.5058451306
208	0.5057340729
209	0.5054948864
210	0.5053225016
211	0.5051917453
212	0.5049983217
213	0.5047713442
214	0.5045301214
215	0.5043629856
216	0.5042533588
217	0.5040592694
218	0.503880807
219	0.5036742253
220	0.5035218443
221	0.5033598702
222	0.5031913439
223	0.5031136451
224	0.5028760647
225	0.5026344787
226	0.502454097
227	0.5022923129
228	0.5020381364
229	0.5019266565
230	0.5017986519
231	0.5016532424
232	0.5013164057
233	0.5011134578
234	0.5009326033
235	0.500305199
236	0.500210918
237	0.5000896752
238	0.4999429269
239	0.4998273149
240	0.4996118085
241	0.4994850174
242	0.4992931851
243	0.4991521594
244	0.499016222
245	0.4987584849
246	0.4984989832
247	0.4980332511
248	0.4978248604
249	0.4976363612
250	0.4974013831
251	0.4971284386
252	0.4969511567
253	0.4967359907
254	0.4965507382
255	0.4963738243
256	0.4962726928
257	0.4961678687
258	0.4959502057
259	0.495691854
260	0.4956564984
261	0.495550118
262	0.4954279935
263	0.4952075249
264	0.4950938426
265	0.4949464185
266	0.4947708357
267	0.4946329066
268	0.4944313659
269	0.4942315011
270	0.4940206325
271	0.4938801464
272	0.4938200932
273	0.4935897283
274	0.4933931788
275	0.4932853041
276	0.4930432153
277	0.4929261896
278	0.4927988117
279	0.4926572103
280	0.4924613108
281	0.4922864557
282	0.4920391433
283	0.4919338391
284	0.4918728764
285	0.4917245888
286	0.4915276609
287	0.4914150758
288	0.4912406108
289	0.4912272859
290	0.4910108328
291	0.4909452157
292	0.4909403167
293	0.4907219991
294	0.4905117827
295	0.4903592018
296	0.4901804094
297	0.4900180177
298	0.4898630733
299	0.4896931228
300	0.4895440917
301	0.4893721432
302	0.4892606702
303	0.4891253554
304	0.4890303731
305	0.4888122521
306	0.4886216149
307	0.4884613976
308	0.4883398024
309	0.488220261
310	0.4881192366
311	0.487883532
312	0.4877372656
313	0.4875707296
314	0.4874922713
315	0.4873799487
316	0.4872122528
317	0.487083329
318	0.4869822882
319	0.4868438517
320	0.4867301767
321	0.4865057648
322	0.4862271729
323	0.4860378185
324	0.4859313158
325	0.4857022966
326	0.4855207528
327	0.4853228892
328	0.4852626211
329	0.4851557828
330	0.4849304918
331	0.4847439715
332	0.4845229327
333	0.4844043583
334	0.4842184542
335	0.4841233543
336	0.4839106578
337	0.483743398
338	0.4835761906
339	0.4834279286
340	0.4832347942
341	0.4827366138
342	0.4826350751
343	0.4824736605
344	0.482383366
345	0.4821955636
346	0.4819005782
347	0.481668307
348	0.481529762
349	0.4812813727
350	0.481085406
351	0.4809710426
352	0.4807736979
353	0.480538283
354	0.4803156731
355	0.4800810388
356	0.4799367177
357	0.4798168456
358	0.479614779
359	0.4794669203
360	0.4792971158
361	0.4791804724
362	0.4790010577
363	0.4787643495
364	0.4785799922
365	0.4783536658
366	0.478205002
367	0.4779352931
368	0.4777598093
369	0.4776013373
370	0.4773575745
371	0.4771649616
372	0.4768403651
373	0.4766635799
374	0.47642111
375	0.4762393055
376	0.4759777908
377	0.4757567588
378	0.4756158109
379	0.4753680321
380	0.4751354198
381	0.4749132144
382	0.4747583443
383	0.4745135189
384	0.4743706322
385	0.474174426
386	0.473943722
387	0.4738169875
388	0.4735962086
389	0.4734040352
390	0.4730945796
391	0.4729299533
392	0.4727966448
393	0.4726511677
394	0.4724229769
395	0.4720082438
396	0.4718414932
397	0.4716942464
398	0.4715278289
399	0.4713467632
400	0.4709023445
401	0.4707179426
402	0.4704759904
403	0.4702450279
404	0.4700716945
405	0.469876749
406	0.4696534264
407	0.4694903977
408	0.4693312257
409	0.4691540039
410	0.4688445834
411	0.4685429342
412	0.4684357077
413	0.46826501
414	0.4678627192
415	0.4676660429
416	0.4674953965
417	0.4672024219
418	0.4670434923
419	0.4668190546
420	0.4665605458
421	0.4663258294
422	0.4662161548
423	0.4659782396
424	0.4658278668
425	0.4656100188
426	0.4653499891
427	0.4650941342
428	0.4648500139
429	0.464560674
430	0.4642606158
431	0.4640786301
432	0.4637786302
433	0.4635738453
434	0.4633262
435	0.463063709
436	0.4628135257
437	0.4625947034
438	0.4622997451
439	0.4620737395
440	0.4618258063
441	0.4614516963
442	0.4611007489
443	0.4608519783
444	0.4606449479
445	0.4604052608
446	0.4601970234
447	0.459881299
448	0.4598238786
449	0.4595599263
450	0.4593691703
451	0.4591402035
452	0.4589140167
453	0.458705235
454	0.4585015262
455	0.4583363326
456	0.4580575123
457	0.4578664266
458	0.4576205115
459	0.4573603045
460	0.4571094452
461	0.457028975
462	0.456855419
463	0.4567265595
464	0.4562837172
465	0.4560469562
466	0.4558202334
467	0.4556365606
468	0.4554593941
469	0.4553326234
470	0.4551300212
471	0.4549166191
472	0.4547813978
473	0.4545887251
474	0.4543079207
475	0.4539946609
476	0.4538404977
477	0.4536503658
478	0.4534063688
479	0.4532526088
480	0.453061141
481	0.4528529349
482	0.4526459622
483	0.4525391367
484	0.4522268321
485	0.4519701415
486	0.4517816863
487	0.4515514423
488	0.4513336757
489	0.4510897999
490	0.4509656646
491	0.4507153855
492	0.4505225974
493	0.4502723589
494	0.450044003
495	0.4497789509
496	0.4495282395
497	0.4492407976
498	0.4490302662
