iter	Logloss
499	0.4488645207
500	0.4485597901
501	0.4484242137
502	0.4481447161
503	0.4478917228
504	0.4476271114
505	0.447504333
506	0.4472963985
507	0.4470156954
508	0.44672991
509	0.446609476
510	0.4463665185
511	0.4461388129
512	0.4459435395
513	0.4457438191
514	0.445478704
515	0.4452568388
516	0.4450894034
517	0.4447384675
518	0.4444850243
519	0.4442472465
520	0.4440948634
521	0.4438005366
522	0.4435275288
523	0.4433001515
524	0.44307615
525	0.4428479522
526	0.442738008
527	0.4425316548
528	0.4422498184
529	0.4420261598
530	0.4417948956
531	0.4415551041
532	0.4413872279
533	0.4412462558
534	0.4410770172
535	0.4407919062
536	0.4405220161
537	0.4402519251
538	0.4400801748
539	0.4398588306
540	0.4396181152
541	0.4394567201
542	0.4392192926
543	0.4389512503
544	0.4387539722
545	0.4385977903
546	0.4383723476
547	0.4381789259
548	0.4379586451
549	0.4377142884
550	0.4374808741
551	0.4371584711
552	0.4370400644
553	0.4368395213
554	0.4366883131
555	0.4364747414
556	0.4362644371
557	0.4361227716
558	0.4358940981
559	0.4356276756
560	0.4354988607
561	0.4352294962
562	0.4349866585
563	0.4348324144
564	0.4345891321
