iter	Logloss
125	0.5204034078
126	0.520223336
127	0.5199568863
128	0.5197527999
129	0.5195210546
130	0.5193817082
131	0.5191665648
132	0.5189109929
133	0.5186319488
134	0.5183976775
135	0.5181383703
136	0.517884694
137	0.5175924497
138	0.5173441185
139	0.5170998566
140	0.5167733973
141	0.516561992
142	0.5163695223
143	0.5161859691
144	0.5159331657
145	0.5155734296
146	0.5154004366
147	0.5151672314
148	0.5149284061
149	0.5147848882
150	0.5144966141
151	0.5143884857
152	0.5142068525
153	0.5139647064
154	0.513725102
155	0.5135495481
156	0.5133211273
157	0.513108725
158	0.5129363264
159	0.5125988659
160	0.5123553997
161	0.5120960228
162	0.5118963235
163	0.5115943024
164	0.511288217
165	0.511128626
166	0.5107881036
167	0.5105052018
168	0.5102911215
169	0.5100856336
170	0.5097460494
171	0.5095660099
172	0.5093341407
173	0.5091468464
174	0.509002305
175	0.5086992373
176	0.5085211294
177	0.5082197625
178	0.5080315901
179	0.5076724508
180	0.5075009927
181	0.5071285485
182	0.5068557304
183	0.506725327
184	0.5064299369
185	0.5062449281
186	0.5060445323
187	0.5058329624
188	0.50564156
189	0.5054229141
190	0.5052071029
191	0.5048851136
192	0.5047390252
193	0.5045015721
194	0.5042677222
195	0.5040838076
196	0.503978705
197	0.5037937669
198	0.5035534513
199	0.5034353566
200	0.5031414819
201	0.5029385318
202	0.5027692135
203	0.5024465742
204	0.5023603182
205	0.502137705
206	0.5019649253
207	0.5017621052
208	0.5015824255
209	0.5013845546
210	0.5011331936
211	0.5009849253
212	0.5008054783
213	0.5006507476
214	0.5004806484
215	0.5003399391
216	0.5002354255
217	0.5000323753
218	0.4998343788
219	0.4996229615
220	0.4992490457
221	0.4991118547
222	0.4989231535
223	0.4988438814
224	0.4987199892
225	0.4985390787
226	0.4982078284
227	0.4980473042
228	0.497729224
229	0.4975559571
230	0.4973158421
231	0.497031912
232	0.4968698688
233	0.4968086805
234	0.4966190002
235	0.4963791339
236	0.4962065835
237	0.4960267009
238	0.4958366207
239	0.4957015674
240	0.4956171612
241	0.4954654355
242	0.4952407402
243	0.4950653935
244	0.4948867195
245	0.4947403191
246	0.4946202426
247	0.4943884376
248	0.4942488876
249	0.49412746
250	0.4939017146
251	0.493712848
252	0.4934819803
253	0.4932444598
254	0.4930271306
255	0.4926639488
256	0.4925538692
257	0.4923584051
258	0.4921486646
259	0.4920014375
260	0.4918480117
261	0.4917220807
262	0.4915449003
263	0.4914272113
264	0.4913072092
265	0.4911020018
266	0.4909342734
267	0.4907562899
268	0.4905301063
269	0.4904251896
270	0.4901882954
271	0.4900342454
272	0.4898108444
273	0.4895377773
274	0.4894217676
275	0.4893012612
276	0.4890795645
277	0.4889720634
278	0.4888324143
279	0.4885867281
280	0.4883792322
281	0.4881163495
282	0.4878822133
283	0.4877207234
284	0.4875571493
285	0.4874283703
286	0.4872420834
287	0.4870293834
288	0.4868755279
289	0.4866342163
290	0.4865306514
291	0.4864148289
292	0.4862672659
293	0.4860671061
294	0.4858644769
295	0.4857373196
296	0.4854590603
297	0.4853471435
298	0.485155122
299	0.4850180194
300	0.4848265902
301	0.4847209501
302	0.4846342876
303	0.4844482861
304	0.484205124
305	0.4840902757
306	0.4840070258
307	0.483751387
308	0.4835786309
309	0.4833663883
310	0.4832628813
311	0.4830850366
312	0.4829444838
313	0.4828506165
314	0.482707643
315	0.48248813
316	0.4823351762
317	0.4821892255
318	0.481912162
319	0.4817282385
320	0.481544628
321	0.4813566766
322	0.4811508698
323	0.4809896687
324	0.4807673097
325	0.4805045578
326	0.4803602568
327	0.480186703
328	0.48004471
329	0.4798767629
330	0.4795135623
331	0.4793030859
332	0.4791157251
333	0.4789276512
334	0.4787741467
335	0.478451767
336	0.4782497277
337	0.4779692771
338	0.4777686802
339	0.477539312
340	0.4773529448
341	0.4771552471
342	0.4769709746
343	0.4767230732
344	0.4765309642
345	0.4762503511
346	0.4761606664
347	0.4759259231
348	0.4757200677
349	0.475561763
350	0.4753060401
351	0.4751441119
352	0.474813067
353	0.4746610945
354	0.4744110431
355	0.4742008108
356	0.4740441957
357	0.4738393866
358	0.4736170531
359	0.4734297408
360	0.4732009109
361	0.4730093772
362	0.472755151
363	0.4724538364
364	0.4722954839
365	0.4721589329
366	0.4719681422
367	0.4717755138
368	0.4715869297
369	0.4713858335
370	0.4711973399
371	0.4709503605
372	0.470778285
373	0.4704083499
374	0.4702723088
375	0.4701939227
376	0.4699829578
377	0.469837604
378	0.469686411
379	0.4694759447
380	0.4692219541
381	0.4690420954
382	0.468917357
383	0.4686657127
384	0.4684274068
385	0.4682667795
386	0.4680507821
387	0.4679066678
388	0.4678054068
389	0.4676246188
390	0.4674791849
391	0.4672735762
392	0.4671280166
393	0.4669954174
394	0.4667541993
395	0.46651141
396	0.4663751835
397	0.4661221991
398	0.4659484889
399	0.4657856941
400	0.465575679
401	0.4653593936
402	0.4651406364
403	0.4649632679
404	0.4647210314
405	0.4645625602
406	0.4643587683
407	0.4639601658
408	0.4637777543
409	0.4635395103
410	0.4633051306
411	0.4630849521
412	0.4627694071
413	0.4624993048
414	0.4622943682
415	0.4620506514
416	0.4617984623
417	0.4616093824
418	0.4614622507
419	0.4612076127
420	0.4609044847
421	0.4607368486
422	0.4605476168
423	0.4602273092
424	0.4600581954
425	0.4597860399
426	0.4596246459
427	0.4591373477
428	0.4589564783
429	0.4586285187
430	0.4584305907
431	0.4583110253
432	0.4581601252
433	0.4579796855
434	0.4576433107
435	0.4574478693
436	0.4570512747
437	0.4568042132
438	0.4564960089
439	0.4563359624
440	0.4561893172
441	0.4559770866
442	0.4556847479
443	0.4554689055
444	0.4553165547
445	0.4551082222
446	0.4549037057
447	0.454649104
448	0.4543780838
449	0.4541375272
450	0.453822797
451	0.4535783364
452	0.4534622887
453	0.4532664415
454	0.4530401477
455	0.4528090104
456	0.4525606482
457	0.4523316407
458	0.4520461509
459	0.4517643677
460	0.4515356745
461	0.4513531893
462	0.4511473541
463	0.4508882896
464	0.4507367122
465	0.4503911045
466	0.4501272685
467	0.4499370802
468	0.4496517006
469	0.4493821159
470	0.4492132859
471	0.4489554364
472	0.4486569268
473	0.4485852176
474	0.4482835567
475	0.4479602808
476	0.4477186447
477	0.4474338119
478	0.447176826
479	0.446971048
480	0.4468722719
481	0.4466417788
482	0.4463989479
483	0.4461345649
484	0.4458558819
485	0.4456892904
486	0.4454833241
487	0.4453470402
488	0.4451443176
489	0.4450124981
490	0.4447868679
491	0.4445443235
492	0.4442724338
493	0.4439753247
494	0.4437230852
495	0.4434864579
496	0.4433864492
497	0.4430799101
498	0.4428403994
499	0.4425729929
500	0.4423743748
501	0.4421777174
502	0.4419161554
503	0.4416551951
504	0.4414304167
505	0.4411571791
506	0.440860413
507	0.4406168376
508	0.4404760503
509	0.4401528113
510	0.4399400157
511	0.4396846676
512	0.4393591442
513	0.4391479213
514	0.4389797151
515	0.4389096557
516	0.4387187046
517	0.4385653988
518	0.4383790297
519	0.4381390832
520	0.4378965008
521	0.4377255082
522	0.4374295784
523	0.4371654885
524	0.4370508226
525	0.4368223513
526	0.4365952554
527	0.436415583
528	0.4361795624
529	0.4359151996
530	0.4356449553
531	0.435446335
532	0.4351985116
533	0.4349860797
534	0.4347886948
535	0.4345610494
536	0.4343656677
537	0.4341542305
538	0.4338952781
539	0.4336858192
540	0.4334809787
541	0.4334309818
542	0.433247979
543	0.4331303744
544	0.43293304
545	0.4327701604
546	0.4325196723
547	0.4324018441
548	0.4321257223
549	0.4319375548
550	0.4317024123
551	0.4315911636
552	0.4313279476
553	0.4311141192
554	0.4308478288
555	0.4306301432
556	0.4304134309
557	0.4302835009
558	0.4300489682
559	0.4298722014
560	0.4296905498
561	0.429486909
562	0.4293751786
563	0.4291816654
564	0.4288947614
565	0.4286301713
566	0.4284554147
567	0.4282354033
568	0.4279887668
569	0.4278245768
570	0.4275928075
571	0.4274135101
572	0.4271056239
573	0.4268696584
574	0.4266965792
575	0.4265553901
576	0.4263421048
577	0.4261149106
578	0.4258602713
579	0.4256470481
580	0.4254459474
581	0.4252587131
582	0.4249780706
583	0.4246651873
584	0.4245049223
585	0.4242387283
586	0.4240258852
587	0.4239006427
588	0.4238009658
