iter	Passed	Remaining
159	49590	105380
160	49970	105217
161	50334	105019
162	50680	104780
163	51415	105339
164	51855	105283
165	52577	105789
166	53289	106259
167	53872	106463
168	54507	106757
169	55096	106952
170	55511	106802
171	55803	106415
172	56128	106093
173	56570	105987
174	56905	105681
175	57168	105242
176	57467	104869
177	57796	104553
178	58213	104393
179	58492	103987
180	58727	103502
181	58994	103077
182	59368	102841
183	59893	102860
184	60421	102880
185	60741	102541
186	60987	102081
187	61264	101673
188	61536	101258
189	61801	100833
190	62053	100390
191	62313	99960
192	62582	99548
193	62816	99080
194	63077	98659
195	63167	97974
196	63381	97485
197	63630	97051
198	63895	96646
199	64161	96242
200	64482	95921
201	64758	95534
202	65053	95177
203	65308	94761
204	65579	94370
205	65850	93980
206	66086	93542
207	66339	93130
208	66578	92700
209	66867	92341
210	67126	91941
211	67393	91553
212	67670	91180
213	67967	90835
214	68242	90461
215	68523	90095
216	68655	89536
217	68944	89185
218	69211	88805
219	69472	88419
220	69735	88037
221	69985	87639
222	70245	87255
223	70496	86861
224	70765	86491
225	71028	86114
226	71303	85753
227	71561	85372
228	71822	84995
229	72096	84635
230	72377	84283
231	72628	83898
232	72898	83535
233	73126	83126
234	73385	82753
235	73668	82408
236	73967	82081
237	74215	81699
238	74494	81351
239	74712	80938
240	74970	80569
241	75253	80229
242	75539	79891
243	75813	79541
244	76079	79184
245	76334	78816
246	76569	78429
247	76856	78095
248	77101	77721
249	77345	77345
250	77668	77049
251	78011	76773
252	78316	76459
253	78613	76137
254	78944	75848
255	79174	75463
256	79449	75121
257	79718	74774
258	79999	74439
259	80264	74089
260	80554	73764
261	80835	73430
262	81097	73080
263	81358	72729
264	81585	72349
265	81844	71998
266	82071	71620
267	82317	71260
268	82595	70927
269	82875	70597
270	83148	70261
271	83410	69917
272	83702	69598
273	84014	69296
274	84369	69029
275	84708	68748
276	85062	68480
277	85369	68172
278	85730	67908
279	86120	67665
280	86487	67404
281	87291	67480
282	87648	67207
283	87950	66892
284	88208	66543
285	88561	66266
286	88877	65961
287	89179	65645
288	89482	65331
289	89802	65029
290	90070	64689
291	90372	64374
292	90651	64044
293	90917	63704
294	91214	63386
295	91503	63062
296	91814	62755
297	92108	62436
298	92369	62094
299	92647	61764
300	92919	61431
301	93217	61116
302	93483	60779
303	93741	60438
304	94010	60104
305	94297	59783
306	94611	59478
307	94912	59166
308	95178	58832
309	95440	58495
310	95707	58163
311	95999	57845
312	96285	57525
313	96567	57202
314	96874	56894
315	97130	56557
316	97411	56234
317	97762	55952
318	98031	55622
319	98297	55292
320	98531	54944
321	98827	54631
322	99082	54295
323	99348	53967
324	99609	53635
325	99910	53326
326	100144	52981
327	100392	52644
328	100747	52364
329	101171	52118
330	101569	51858
331	101942	51585
332	102238	51272
333	102647	51016
334	103144	50802
335	103581	50557
336	103971	50288
337	104329	50004
338	104750	49748
339	105026	49424
340	105329	49112
341	105598	48785
342	105882	48465
343	106171	48147
344	106409	47807
345	106795	47533
346	107105	47224
347	107362	46894
348	107694	46595
349	108026	46297
350	108323	45983
351	108643	45679
352	108946	45368
353	109223	45047
354	109528	44736
355	109847	44432
356	110173	44131
