iter	Logloss
363	0.4740549165
364	0.4739002831
365	0.4736743909
366	0.473440757
367	0.4732617027
368	0.4730142704
369	0.4728116554
370	0.472610832
371	0.4724146965
372	0.4721984269
373	0.4719925636
374	0.4716793852
375	0.4715653409
376	0.4713108117
377	0.4710847435
378	0.4708814747
379	0.4706972412
380	0.4703922707
381	0.4702028067
382	0.470019045
383	0.4698109381
384	0.4696360903
385	0.4695241344
386	0.4693175383
387	0.4690921709
388	0.4688361559
389	0.4685261328
390	0.4682807846
391	0.4680794726
392	0.4678817821
393	0.4675927015
394	0.4672528236
395	0.4670537659
396	0.4668653458
397	0.4666416531
398	0.466389434
399	0.4660901428
400	0.4658847903
401	0.4657439612
402	0.4656227753
403	0.4653118516
404	0.4651442997
405	0.4648950846
406	0.4646141872
407	0.4643800575
408	0.4639277049
409	0.4636362957
410	0.4633169492
411	0.4631493805
412	0.4628751798
413	0.4626112305
414	0.462375384
415	0.4621639781
416	0.4619371992
417	0.4617498561
418	0.4615338456
419	0.461331594
420	0.461072308
421	0.4608917293
422	0.4606041703
423	0.460398797
424	0.4602200782
425	0.459982999
426	0.4598375091
427	0.4595907546
428	0.459361406
429	0.4591251528
430	0.458942619
431	0.4586362872
432	0.4584141906
433	0.458136456
434	0.457928297
435	0.4577382897
436	0.4574364067
437	0.4572911619
438	0.4570492527
439	0.4567788173
440	0.4565519037
441	0.4563443967
442	0.4561476798
443	0.4558785495
444	0.45567155
445	0.455440373
446	0.4552108599
447	0.4549395699
448	0.4547216098
449	0.4545027295
450	0.4542564685
451	0.4540221794
452	0.4537924588
453	0.4536273549
454	0.4534445592
455	0.4531824426
456	0.4529377094
457	0.4526802682
458	0.4525110582
459	0.4522552115
460	0.4520553208
461	0.451824296
462	0.4516500153
463	0.4515029728
464	0.4512792173
465	0.4510760887
466	0.4508997391
467	0.4506238368
468	0.4504620218
469	0.4502093624
470	0.4499191119
471	0.4496531058
472	0.4494134102
473	0.4491578758
474	0.4489550939
475	0.4486922743
476	0.4485718843
477	0.4483395217
478	0.4481092376
479	0.4478929946
480	0.4475117612
481	0.4472889493
482	0.447128885
483	0.4469508404
484	0.4467895686
485	0.446568008
486	0.4463252754
487	0.4461408612
488	0.4459890506
489	0.4455642283
490	0.445337465
491	0.4451422249
492	0.4449405569
493	0.444763715
494	0.4444828685
495	0.4441630622
496	0.4439448155
497	0.4437784842
498	0.4435169097
499	0.4432975545
500	0.443023284
501	0.4427615593
502	0.4426453431
503	0.4423690105
504	0.4421435353
505	0.4419522868
506	0.4417580389
507	0.4415920218
508	0.4413487923
509	0.4411454602
510	0.4409339676
511	0.4407700022
512	0.4406259678
513	0.4404064061
514	0.4401672127
515	0.4398885321
516	0.4397524034
517	0.439542283
518	0.4393278874
519	0.4391315935
520	0.4389133291
521	0.4387253888
522	0.4384760613
523	0.4382275225
524	0.4379614836
525	0.4377966958
526	0.4375604293
527	0.4374092342
528	0.4371832032
529	0.4369252011
530	0.4366971573
531	0.4365348726
532	0.4363588382
533	0.4361041486
534	0.4359041167
535	0.4356110925
536	0.4354885915
537	0.4352283787
538	0.4350113821
539	0.434853526
540	0.4346050558
541	0.4343319246
542	0.4339819642
543	0.4338888086
544	0.4336138394
545	0.4333797162
546	0.4331243019
547	0.4329110313
548	0.4326871302
549	0.4325161648
550	0.4322714945
551	0.432042443
552	0.4317966636
553	0.4316126917
554	0.431444342
555	0.4312044067
556	0.4310670355
557	0.4308292469
558	0.4305296444
559	0.4303594775
560	0.4301111275
561	0.4299170052
562	0.4296596855
563	0.4294314533
564	0.4292878565
565	0.4291367784
566	0.4289265351
567	0.4286987824
568	0.4285894413
569	0.428344665
570	0.42814736
571	0.4278903146
572	0.4277066256
573	0.4274626611
574	0.4272836736
575	0.4270545767
576	0.4267913887
577	0.426580038
578	0.4263101714
579	0.4260812317
580	0.425928368
581	0.4256972612
582	0.4254338429
583	0.4252060184
584	0.4250189218
585	0.4247753501
586	0.4245438558
587	0.4243635847
588	0.424132742
589	0.4239880373
590	0.4237551067
591	0.4234707478
592	0.4232809157
593	0.4231352555
594	0.4229796575
595	0.4228445802
596	0.4226384569
597	0.4224565384
598	0.4222903742
599	0.4220505104
