iter	Passed	Remaining
342	82378	397964
343	82608	397672
344	82827	397333
345	83056	397037
346	83276	396702
347	83514	396455
348	83763	396256
349	83981	395914
350	84210	395620
351	84458	395419
352	84697	395175
353	85089	395640
354	85341	395453
355	85598	395289
356	85991	395752
357	86214	395429
358	86439	395119
359	86638	394685
360	86886	394481
361	87107	394151
362	87328	393819
363	87560	393539
364	87769	393157
365	87995	392854
366	88247	392665
367	88477	392380
368	88738	392226
369	88979	391992
370	89198	391656
371	89409	391285
372	89650	391047
373	89871	390724
374	90093	390405
375	90326	390135
376	90562	389875
377	90780	389538
378	91031	389345
379	91288	389175
380	91527	388931
381	91758	388652
382	91994	388393
383	92257	388249
384	92481	387943
385	92689	387567
386	92915	387266
387	93159	387044
388	93369	386681
389	93605	386424
390	93874	386302
391	94108	386035
392	94341	385766
393	94584	385538
394	94807	385232
395	95031	384924
396	95276	384706
397	95509	384437
398	95732	384130
399	95978	383915
400	96207	383631
401	96425	383302
402	96645	382984
403	96881	382729
404	97094	382386
405	97331	382135
406	97575	381911
407	97790	381572
408	98029	381334
409	98276	381122
410	98490	380781
411	98747	380609
412	98980	380345
413	99221	380110
414	99450	379829
415	99681	379554
416	99925	379333
417	100152	379047
418	100377	378752
419	100592	378418
420	100823	378146
421	101054	377877
422	101306	377685
423	101545	377443
424	101769	377144
425	102255	377817
426	102494	377571
427	102707	377234
428	102947	376992
429	103226	376896
430	103460	376635
431	103673	376297
432	104060	376587
433	104461	376927
434	104758	376891
435	104998	376645
436	105215	376319
437	105473	376139
438	105705	375867
439	105935	375591
440	106154	375272
441	106392	375020
442	106623	374747
443	106828	374379
444	107071	374149
445	107286	373820
446	107507	373510
447	107744	373256
448	107988	373030
449	108200	372691
450	108447	372472
451	108678	372198
452	108913	371940
453	109143	371666
454	109360	371345
455	109570	371000
456	109809	370756
457	110060	370551
458	110281	370246
459	110536	370056
460	110755	369746
461	110982	369459
462	111198	369140
463	111434	368888
464	111656	368587
465	111903	368369
466	112148	368145
467	112386	367898
468	112609	367602
469	112846	367350
470	113085	367106
471	113318	366844
472	113554	366592
473	113821	366437
474	114232	366745
475	114467	366489
476	114701	366225
477	114935	365964
478	115144	365625
479	115385	365385
480	115602	365072
481	115836	364811
482	116052	364497
483	116275	364201
484	116487	363872
485	116722	363615
486	116955	363355
487	117169	363033
488	117401	362767
489	117638	362519
490	117881	362286
491	118113	362021
492	118335	361728
493	118565	361456
494	118823	361271
495	119074	361063
496	119294	360763
497	119518	360475
498	119775	360285
499	120028	360084
500	120280	359880
501	120523	359650
502	120752	359376
503	120985	359116
504	121264	358989
505	121487	358700
506	121725	358455
507	122000	358317
508	122223	358025
509	122470	357805
510	122723	357603
511	122965	357368
512	123178	357049
513	123432	356849
514	123652	356552
515	123891	356307
516	124135	356079
517	124386	355870
518	124596	355543
519	124831	355289
520	125112	355166
521	125355	354934
522	125595	354693
523	125821	354414
524	126056	354157
525	126282	353879
526	126512	353612
527	126731	353313
528	126966	353057
529	127186	352763
530	127416	352494
531	127624	352167
532	127918	352074
533	128244	352070
534	128486	351835
535	128725	351592
536	128954	351322
537	129214	351136
538	129431	350834
539	129661	350565
540	129983	350547
541	130269	350431
542	130563	350332
543	130871	350273
544	131185	350230
545	131567	350364
546	131834	350194
547	132065	349925
548	132356	349816
549	132634	349671
550	132884	349454
551	133121	349203
552	133371	348985
553	133599	348710
554	133825	348427
555	134082	348228
556	134317	347971
557	134550	347709
558	134812	347520
559	135053	347280
560	135283	347009
561	135515	346746
562	135735	346450
563	135964	346179
564	136261	346080
565	136528	345903
566	136777	345684
567	137033	345478
568	137280	345251
569	137530	345033
570	137813	344895
571	138064	344679
572	138297	344416
573	138552	344207
574	138846	344098
575	139087	343854
576	139338	343637
577	139548	343317
578	139784	343064
579	140032	342836
580	140264	342573
581	140504	342328
582	140780	342172
583	141006	341891
584	141258	341677
585	141476	341379
586	141721	341145
587	141947	340866
588	142192	340633
589	142403	340320
590	142631	340046
591	142877	339816
592	143088	339502
593	143450	339547
594	143720	339374
595	143945	339093
596	144175	338823
597	144420	338592
598	144664	338356
599	144930	338171
