iter	Logloss
214	0.5044080013
215	0.50428242
216	0.5040982463
217	0.5039030895
218	0.5036598011
219	0.5034194464
220	0.5031885524
221	0.5030133021
222	0.5029006218
223	0.5026481461
224	0.5024450994
225	0.5023502126
226	0.5021640985
227	0.5019624566
228	0.5018549668
229	0.5015281197
230	0.5013824644
231	0.501194667
232	0.5010013415
233	0.5008883174
234	0.500744113
235	0.5005499164
236	0.5003717966
237	0.500159418
238	0.4999777006
239	0.4998147392
240	0.4996591439
241	0.4994017471
242	0.4992832911
243	0.4991090741
244	0.4989467142
245	0.4988759251
246	0.498658561
247	0.4985005039
248	0.4983367553
249	0.4981670697
250	0.4980027928
251	0.4977201786
252	0.4975519472
253	0.4973484173
254	0.4971409573
255	0.496909383
256	0.4966505192
257	0.4965077761
258	0.4963525676
259	0.4961074745
260	0.4959251996
261	0.4956866979
262	0.4953810643
263	0.4952609644
264	0.4951367074
265	0.495005574
266	0.4948269868
267	0.4945731724
268	0.4943854798
269	0.4942022973
270	0.4939936227
271	0.4939029342
272	0.4936996152
273	0.4935736262
274	0.4934983877
275	0.493269824
276	0.4930980519
277	0.492925567
278	0.4923334304
279	0.4922048411
280	0.4920528179
281	0.4918604661
282	0.4917524807
283	0.4916721658
284	0.4914587626
285	0.4913936526
286	0.4912179953
287	0.4911280775
288	0.4910549885
289	0.4909485602
290	0.490797655
291	0.4906568945
292	0.4904699891
293	0.4903019432
294	0.4901429282
295	0.4898830582
296	0.4897280603
297	0.4896652439
298	0.4894793867
299	0.4893916942
300	0.4892015938
301	0.4889803475
302	0.4887937495
303	0.4886529426
304	0.4884989377
305	0.4882599019
306	0.4880735983
307	0.4879273847
308	0.4877751573
309	0.4876552632
310	0.4875251147
311	0.4873483987
312	0.4871911167
313	0.4870323744
314	0.486810367
315	0.4866088267
316	0.4864662738
317	0.4862834128
318	0.4861913978
319	0.4860028352
320	0.4857980815
321	0.4855690834
322	0.4852401514
323	0.4851037945
324	0.4849667857
325	0.4848738295
326	0.4847441863
327	0.4846079866
328	0.4844221256
329	0.4842428031
330	0.4841191189
331	0.4839635576
332	0.4837011108
333	0.4835221486
334	0.4832176547
335	0.4830587901
336	0.4829000862
337	0.4827171243
338	0.4824041065
339	0.4821769108
340	0.4819979305
341	0.481801633
342	0.4816197645
343	0.4813936949
344	0.4812127507
345	0.4809802623
346	0.4807475198
347	0.4806299188
348	0.4804494208
349	0.4802439874
350	0.4800214602
351	0.4796744604
352	0.4794903964
353	0.4793066012
354	0.4791198331
355	0.4789440979
356	0.4787570878
357	0.4786206626
358	0.478469018
359	0.4783426447
360	0.4782368273
361	0.478085236
362	0.4778295369
363	0.4776564753
364	0.477443206
365	0.4772310659
366	0.4769621844
367	0.4767932209
368	0.4766229799
369	0.4764153937
370	0.4761309996
371	0.4759739253
372	0.4757818929
373	0.4755431273
374	0.4753282769
375	0.4751370342
376	0.4749181797
377	0.474782746
378	0.4746518541
379	0.4744263854
380	0.4741284547
381	0.4738944087
382	0.4736402643
383	0.4734720716
384	0.4733297845
385	0.4730734534
386	0.4728336463
387	0.4726374264
388	0.4724094175
389	0.4722606475
390	0.4720149783
391	0.4718007
392	0.4715343254
393	0.4713414961
394	0.4711558746
395	0.4709243415
396	0.4706698476
397	0.4704700595
398	0.4702545869
399	0.4700763861
400	0.4698501022
401	0.4696095332
402	0.4693808429
403	0.4690940018
404	0.4689297545
405	0.4686906607
406	0.4684148324
407	0.4681815466
408	0.4679910431
409	0.4677909372
410	0.4676195817
411	0.4673202983
412	0.4671692138
413	0.4669322208
414	0.4667132596
415	0.4664706478
416	0.4662479245
417	0.4660536718
418	0.4658316607
419	0.4655911875
420	0.4653739029
421	0.4651331944
422	0.4649749229
423	0.4647138205
424	0.4645649438
425	0.4642865261
426	0.4641036828
427	0.4637251332
428	0.4632382832
429	0.4629980815
430	0.4627650383
431	0.4626076734
432	0.46207579
433	0.4618313165
434	0.4616406676
435	0.4614320802
436	0.461210145
437	0.4609898355
438	0.4607323934
439	0.4605548685
440	0.4602765344
441	0.4599903977
442	0.459736298
443	0.4595132247
444	0.4593535687
445	0.4590959782
446	0.4589226062
447	0.4587869604
448	0.4585373075
449	0.4583347739
450	0.4580475044
451	0.4577619677
452	0.457607313
453	0.457447783
454	0.4570113083
455	0.4568006294
456	0.4565702145
457	0.4562977741
458	0.4560622058
459	0.4558689947
460	0.4555973584
461	0.4552394419
462	0.4550449852
463	0.4547307875
464	0.4545373469
465	0.4542837652
466	0.4539753127
467	0.4538115657
468	0.453630232
469	0.4533249506
470	0.453224919
471	0.4530113687
472	0.4528403363
473	0.4525926961
474	0.4523546358
475	0.4520827447
476	0.4518112256
477	0.4515536175
478	0.4512789536
479	0.451003088
480	0.4509031458
481	0.450575185
482	0.4503331703
483	0.45005058
484	0.4498262584
485	0.4496549646
486	0.4495104407
487	0.4493389209
488	0.4491523685
489	0.4488845188
490	0.4485290438
491	0.4481922095
492	0.4479281838
493	0.4476597888
494	0.4474045486
495	0.4471733824
496	0.4468522848
497	0.4465878634
498	0.4463837419
499	0.4461734984
500	0.4459824841
501	0.4457631353
502	0.4454860093
503	0.4452954108
504	0.4451875248
505	0.4449758915
506	0.444775421
507	0.4445638812
508	0.4442711133
509	0.4440393496
510	0.4438952098
511	0.4437357284
512	0.443509791
513	0.4432828899
514	0.4431418557
515	0.4429184644
516	0.4428257539
517	0.4426675195
518	0.4423970953
519	0.4421713698
520	0.4419809525
521	0.4418706857
522	0.4417014411
523	0.4415203373
524	0.4413506218
525	0.4411973391
526	0.4409813776
527	0.4408139697
528	0.440607849
529	0.4404837178
530	0.4403240585
531	0.4400388028
532	0.4398136625
533	0.4395549926
534	0.4393221137
535	0.4391000442
536	0.4390152179
537	0.4388614022
538	0.4386374651
539	0.4384639168
540	0.4380697664
541	0.4378288213
542	0.4376308312
543	0.4373894796
544	0.4372162279
545	0.4369807682
546	0.4368466959
547	0.4365554873
548	0.4363643366
549	0.4361343024
550	0.435922007
551	0.4357730177
552	0.4356175621
553	0.4353705297
554	0.4351035063
555	0.4349281262
556	0.4346520722
557	0.4344728946
558	0.4342917294
559	0.4340457379
560	0.433927413
561	0.4336666542
562	0.433460175
563	0.4331651741
564	0.4329805442
565	0.4327455199
566	0.4325561695
567	0.4324106775
568	0.4322131943
569	0.4320052856
570	0.4318679438
571	0.4315511037
572	0.4313378215
573	0.4310684789
574	0.4309056237
575	0.430773324
576	0.4306698265
577	0.43041952
578	0.4301653816
579	0.4299719015
580	0.4297183973
581	0.4295181852
582	0.4293560017
583	0.4290865118
584	0.4288688306
585	0.4285900207
586	0.4283887647
587	0.4281522875
588	0.4279578815
589	0.4278172888
590	0.427682114
591	0.4273996569
592	0.427275806
593	0.4271123858
594	0.4269181078
595	0.4267073232
596	0.4264801826
597	0.4263113384
598	0.4260884488
599	0.4259535409
600	0.4257624576
601	0.425495261
602	0.4253691689
603	0.4252231318
604	0.425098186
605	0.4249673013
