iter	Passed	Remaining
178	48605	494471
179	48824	493674
180	49048	492925
181	49276	492220
182	49465	491145
183	49666	490186
184	49849	489060
185	50093	488549
186	50294	487613
187	50515	486885
188	50745	486247
189	50959	485455
190	51171	484651
191	51426	484264
192	51648	483569
193	51855	482735
194	52086	482133
195	52392	482225
196	52840	483614
197	53246	484599
198	53562	484751
199	53847	484625
200	54160	484754
201	54597	485972
202	54997	486851
203	55380	487569
204	55894	489421
205	56178	489246
206	56476	489190
207	56795	489316
208	57076	489113
209	57426	489490
210	57751	489655
211	58095	489977
212	58410	490044
213	58795	490698
214	59125	490876
215	59407	490665
216	59672	490308
217	59976	490268
218	60266	490116
219	60625	490516
220	60979	490870
221	61282	490809
222	61638	491175
223	61931	491028
224	62225	490892
225	62520	490757
226	62759	490191
227	63010	489714
228	63223	488945
229	63497	488652
230	63763	488304
231	64066	488233
232	64367	488141
233	64615	487654
234	64999	488186
235	65487	489489
236	65806	489519
237	66122	489529
238	66477	489818
239	66783	489743
240	67035	489274
241	67320	489048
242	67570	488565
243	67820	488087
244	68041	487396
245	68258	486686
246	68485	486051
247	68703	485355
248	68977	485058
249	69269	484889
250	69787	486288
251	70048	485891
252	70337	485692
253	70561	485040
254	70767	484274
255	70973	483504
256	71192	482831
257	71427	482271
258	71687	481883
259	71965	481617
260	72178	480913
261	72484	480832
262	72840	481077
263	73065	480460
264	73284	479809
265	73519	479261
266	73726	478529
267	73945	477885
268	74111	476901
269	74314	476164
270	74518	475433
271	74720	474697
272	74930	474012
273	75134	473289
274	75357	472699
275	75670	472668
276	76134	473572
277	76370	473059
278	76655	472849
279	77034	473213
280	77209	472327
281	77390	471479
282	77579	470688
283	77777	469950
284	78001	469374
285	78199	468647
286	78440	468180
287	78645	467506
288	78854	466851
289	79041	466070
290	79351	466019
291	79566	465411
292	79792	464863
293	79974	464067
294	80168	463349
295	80362	462626
296	80537	461801
297	80713	460988
298	80943	460484
299	81167	459951
300	81452	459759
301	81769	459753
302	81969	459085
303	82187	458521
304	82377	457803
305	82587	457200
306	82797	456599
307	82962	455755
308	83183	455222
309	83366	454479
310	83552	453761
311	83738	453046
312	83942	452431
313	84138	451773
314	84326	451079
315	84511	450370
316	84699	449681
317	84892	449022
318	85095	448420
319	85300	447827
320	85538	447413
321	85732	446768
322	85915	446070
323	86085	445304
324	86258	444564
325	86426	443798
326	86611	443123
327	86791	442423
328	86989	441819
329	87178	441174
330	87369	440541
331	87557	439895
332	87743	439246
333	87928	438590
334	88102	437881
335	88301	437300
336	88496	436703
337	88672	436017
338	88861	435394
339	89122	435128
340	89481	435337
341	89727	434994
342	89966	434618
343	90178	434115
344	90471	434001
345	90916	434610
346	91257	434724
347	91442	434087
348	91661	433617
349	91877	433134
350	92079	432590
351	92276	432019
352	92461	431401
353	92697	431017
354	92961	430763
355	93221	430493
356	93427	429977
357	93650	429534
358	93859	429036
359	94104	428697
360	94291	428098
361	94477	427495
362	94708	427103
363	94904	426550
364	95103	426013
365	95298	425456
366	95542	425125
367	95748	424623
368	95960	424152
369	96199	423796
370	96651	424382
371	96994	424481
372	97330	424547
373	97692	424728
374	98009	424708
375	98238	424308
376	98461	423882
377	98651	423316
378	98851	422791
379	99048	422260
380	99227	421650
381	99452	421239
382	99647	420704
383	99844	420179
384	100041	419654
385	100214	419030
386	100401	418468
387	100587	417905
388	100794	417430
389	100995	416932
390	101205	416470
391	101382	415876
392	101571	415331
393	101832	415083
394	102335	415820
395	102627	415691
396	102851	415291
397	103188	415344
398	103407	414925
399	103636	414544
400	103844	414081
401	104060	413653
402	104278	413231
403	104486	412775
404	104670	412221
405	104876	411758
406	105078	411277
407	105290	410841
408	105486	410340
409	105671	409797
410	105868	409306
411	106074	408850
412	106292	408440
413	106493	407969
414	106748	407700
415	106948	407227
416	107182	406881
417	107471	406747
418	107701	406387
419	107929	406021
420	108194	405792
421	108532	405841
422	108812	405667
423	109080	405449
424	109284	404996
425	109518	404651
426	109714	404169
427	109903	403663
428	110098	403181
429	110318	402791
430	110506	402284
431	110780	402091
432	111046	401870
433	111248	401416
434	111430	400895
435	111664	400559
436	111920	400301
437	112143	399928
438	112347	399485
439	112564	399091
440	112759	398622
441	112994	398293
442	113179	397788
443	113515	397814
444	113717	397371
445	113918	396926
446	114131	396524
447	114321	396042
448	114506	395543
449	114696	395065
450	114895	394619
451	115090	394160
452	115281	393687
453	115506	393333
454	115690	392839
455	115881	392370
456	116127	392090
457	116355	391748
458	116540	391261
459	116748	390854
460	116952	390434
461	117151	389998
462	117349	389559
463	117578	389226
464	117818	388926
465	118085	388717
466	118326	388424
467	118788	388854
468	119221	389185
469	119537	389132
470	119812	388945
471	120081	388739
472	120285	388320
473	120562	388139
474	120974	388390
475	121251	388207
476	121518	387994
477	121738	387628
478	121932	387179
479	122136	386764
480	122326	386307
481	122538	385919
482	122730	385470
483	122916	385003
484	123107	384551
485	123288	384072
486	123464	383575
487	123633	383060
488	123811	382575
489	123997	382115
490	124158	381579
491	124338	381103
492	124532	380669
493	124715	380206
494	124892	379724
495	125076	379263
496	125282	378870
497	125495	378502
498	125758	378283
499	126022	378066
500	126231	377687
501	126438	377300
502	126619	376838
503	126826	376452
504	127120	376327
505	127381	376103
506	127647	375892
507	127900	375643
508	128181	375479
509	128476	375353
510	128679	374958
511	128925	374690
512	129128	374296
513	129369	374014
514	129571	373619
515	129813	373340
516	130013	372939
517	130211	372536
518	130420	372162
519	130638	371818
520	130819	371367
521	130992	370895
522	131171	370441
523	131355	370000
524	131540	369565
525	131715	369103
526	131900	368671
527	132093	368260
528	132304	367900
529	132488	367467
530	132672	367036
531	132866	366632
532	133053	366208
533	133231	365764
534	133506	365583
535	133704	365193
536	133940	364906
537	134152	364556
538	134388	364270
539	134597	363911
540	134797	363528
541	134997	363149
542	135179	362718
543	135387	362360
544	135575	361949
545	135772	361562
546	135992	361238
547	136202	360886
548	136406	360519
549	136614	360164
550	136825	359818
551	137026	359446
552	137293	359246
553	137517	358935
554	137832	358862
555	138130	358741
556	138617	359111
557	138859	358845
558	139106	358591
559	139520	358768
560	140104	359376
561	140526	359568
562	140832	359461
563	141077	359196
564	141330	358954
565	141733	359091
566	141919	358678
567	142109	358277
568	142300	357877
569	142482	357457
570	142675	357062
571	142865	356665
572	143076	356318
573	143291	355983
574	143499	355629
575	143704	355268
576	143898	354883
577	144139	354612
578	144384	354353
579	144617	354064
580	144808	353672
581	145033	353364
582	145263	353068
583	145460	352692
584	145655	352313
585	145862	351962
586	146035	351529
587	146208	351098
588	146402	350719
589	146638	350441
590	146858	350124
591	147123	349914
592	147316	349535
593	147502	349138
594	147692	348751
595	147880	348362
596	148146	348156
597	148413	347952
598	148623	347614
599	148796	347192
600	148983	346801
601	149195	346470
602	149404	346133
603	149603	345771
604	149793	345391
605	149989	345025
